false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.45410271546635184,0.45165562913907287,0.5342033507617923,0.5364238410596026,0.4528272052622702,0.4251655629139073
0.002,0.5733330522291562,0.5629139072847682,0.5894543767920392,0.5933774834437087,0.5444566256254568,0.5655629139072847
0.003,0.6075153201776577,0.6026490066225165,0.6341464271659076,0.6278145695364239,0.5973639455782312,0.5947019867549669
0.004,0.6340445269016698,0.6264900662251656,0.663124754033845,0.6490066225165563,0.6091492382076797,0.6105960264900663
0.005,0.6434825996514308,0.6410596026490066,0.6790422780682521,0.6834437086092715,0.6195571203688086,0.6172185430463576
0.006,0.6580227132175184,0.6556291390728477,0.6907256704334626,0.6993377483443709,0.6262403721819306,0.6251655629139072
0.007,0.6722571259908923,0.6675496688741722,0.7124093439028504,0.7152317880794702,0.6366482543430596,0.6357615894039735
0.008,0.6802158880080957,0.6741721854304635,0.7206738067127678,0.7192052980132451,0.647565637825378,0.6384105960264901
0.009000000000000001,0.682868808680497,0.6821192052980133,0.7245003373250127,0.7311258278145696,0.6489430482936976,0.6516556291390728
0.01,0.6933785911058639,0.6927152317880795,0.7374592398943047,0.7364238410596027,0.6582792207792207,0.6596026490066225
0.011,0.7023071625344353,0.7059602649006622,0.7468973126440659,0.7364238410596027,0.6661360825321865,0.6622516556291391
0.012,0.7113376342272446,0.7099337748344371,0.7522031539888683,0.7417218543046358,0.6796044864226682,0.6741721854304635
0.013000000000000001,0.7205719064485299,0.7165562913907285,0.7575089953336707,0.7443708609271523,0.6926652892561984,0.6847682119205298
0.014,0.7231229268566931,0.7245033112582782,0.7627129364142351,0.7470198675496689,0.6994504413335583,0.6887417218543046
0.015,0.7352139202788553,0.7298013245033113,0.7627129364142351,0.752317880794702,0.707205402822286,0.6940397350993377
0.016,0.7418971720919774,0.7337748344370861,0.7627129364142351,0.7562913907284768,0.7126131444313263,0.7006622516556291
0.017,0.7499578343734188,0.7417218543046358,0.7653658570866364,0.7721854304635761,0.716541575307809,0.7072847682119205
0.018000000000000002,0.75261075504582,0.743046357615894,0.7667432675549559,0.7748344370860927,0.7179189857761286,0.7086092715231788
0.019,0.7551617754539832,0.752317880794702,0.7680187777590375,0.7774834437086092,0.7205719064485299,0.7152317880794702
0.02,0.7578146961263844,0.7629139072847683,0.7719472086355204,0.7788079470198676,0.7219493169168494,0.7165562913907285
0.021,0.7604676167987856,0.7655629139072848,0.7746001293079215,0.7801324503311259,0.7286325687299713,0.7218543046357616
0.022,0.7671508686119075,0.766887417218543,0.7838344015292067,0.7827814569536424,0.7326628998706921,0.7284768211920529
0.023,0.7749058301006353,0.7708609271523179,0.7889364423455332,0.7867549668874172,0.7380706414797324,0.7311258278145696
0.024,0.7776606510372744,0.7735099337748345,0.7915893630179345,0.7867549668874172,0.739346151683814,0.7337748344370861
0.025,0.7789361612413561,0.776158940397351,0.7969971046269748,0.7880794701986755,0.7406216618878957,0.7337748344370861
0.026000000000000002,0.7815890819137572,0.7801324503311259,0.7983745150952943,0.7894039735099337,0.7432745825602969,0.7377483443708609
0.027,0.7854156125260021,0.7827814569536424,0.7983745150952943,0.7907284768211921,0.7471011131725418,0.7377483443708609
0.028,0.789344043402485,0.7827814569536424,0.8010274357676955,0.7960264900662252,0.7525088547815821,0.7390728476821192
0.029,0.7907214538708045,0.785430463576159,0.8023029459717772,0.7973509933774835,0.7565391859223027,0.7417218543046358
0.03,0.7920988643391241,0.7867549668874172,0.8036803564400967,0.7973509933774835,0.759192106594704,0.7443708609271523
0.031,0.7920988643391241,0.7894039735099337,0.8049558666441783,0.8,0.7605695170630236,0.7456953642384105
0.032,0.7947517850115253,0.7920529801324503,0.8130165289256198,0.8013245033112583,0.7605695170630236,0.7470198675496689
0.033,0.798782116152246,0.7947019867549668,0.8130165289256198,0.8026490066225166,0.7631205374711869,0.7549668874172185
0.034,0.8001595266205657,0.7986754966887417,0.8130165289256198,0.8026490066225166,0.7631205374711869,0.7549668874172185
0.035,0.8014350368246472,0.7986754966887417,0.8170468600663405,0.8039735099337748,0.7644979479395064,0.7589403973509934
0.036000000000000004,0.8027105470287288,0.8013245033112583,0.8170468600663405,0.8105960264900662,0.765875358407826,0.7602649006622516
0.037,0.8040879574970483,0.8039735099337748,0.8210771912070614,0.8132450331125828,0.7685282790802271,0.7615894039735099
0.038,0.8040879574970483,0.8039735099337748,0.8250056220835442,0.8145695364238411,0.7699056895485468,0.7695364238410596
0.039,0.8067408781694496,0.8066225165562914,0.8276585427559453,0.8145695364238411,0.7711811997526283,0.7695364238410596
0.04,0.8106693090459325,0.8066225165562914,0.8303114634283466,0.8185430463576159,0.7725586102209479,0.7708609271523179
0.041,0.812046719514252,0.8132450331125828,0.8303114634283466,0.8225165562913908,0.7725586102209479,0.7735099337748345
0.042,0.8172506605948164,0.8132450331125828,0.8303114634283466,0.8251655629139073,0.7725586102209479,0.776158940397351
0.043000000000000003,0.8172506605948164,0.8145695364238411,0.8342398943048294,0.8264900662251655,0.7751096306291112,0.7774834437086092
0.044,0.8199035812672176,0.8158940397350993,0.835617304773149,0.8291390728476821,0.7776606510372744,0.7801324503311259
0.045,0.8225565019396188,0.8172185430463577,0.8368928149772306,0.8317880794701987,0.7803135717096756,0.7801324503311259
