false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.3754043696809834,0.31504702194357365,0.4251331309411238,0.3981191222570533,0.383879958194396,0.3793103448275862
0.002,0.4145821928034639,0.40752351097178685,0.4611108346190215,0.5094043887147336,0.45944358731896684,0.43260188087774293
0.003,0.47847011397003936,0.4717868338557994,0.5229234061613497,0.5360501567398119,0.49544617528492507,0.4890282131661442
0.004,0.49434628975265016,0.5078369905956113,0.5550340914746429,0.5752351097178683,0.5053302145025631,0.5219435736677116
0.005,0.5176479370925198,0.5266457680250783,0.5698601503010998,0.5956112852664577,0.5240232916936246,0.5438871473354232
0.006,0.5381077987358782,0.5438871473354232,0.6048126213109043,0.6065830721003135,0.5501418404419449,0.567398119122257
0.007,0.5719852685014681,0.5611285266457681,0.6231722490419549,0.6159874608150471,0.5745184890260289,0.5752351097178683
0.008,0.583636092171403,0.5783699059561128,0.6319812870153785,0.6238244514106583,0.5847359777036779,0.5877742946708464
0.009000000000000001,0.5949285820932664,0.603448275862069,0.6390235405365052,0.6285266457680251,0.5999203702782063,0.603448275862069
0.01,0.607629522719355,0.609717868338558,0.646782461553775,0.6489028213166145,0.6066291743393222,0.6128526645768025
0.011,0.6164385606927786,0.6300940438871473,0.6644005375006221,0.6677115987460815,0.6129796446523665,0.6285266457680251
0.012,0.6298561688150102,0.6473354231974922,0.6675757726571443,0.677115987460815,0.6196884487134824,0.6394984326018809
0.013000000000000001,0.6407903249888021,0.6520376175548589,0.6824018314836012,0.6912225705329154,0.6355646244960932,0.6426332288401254
0.014,0.6580998357636989,0.664576802507837,0.6877021848404917,0.700626959247649,0.6507490170706216,0.6504702194357367
0.015,0.6644503060767432,0.6739811912225705,0.704653361867317,0.7053291536050157,0.6599163887921167,0.6520376175548589
0.016,0.6789180311551286,0.6833855799373041,0.7155875180411089,0.713166144200627,0.6630916239486389,0.658307210031348
0.017,0.6856268352162445,0.6865203761755486,0.7265216742149007,0.725705329153605,0.6708505449659086,0.6755485893416928
0.018000000000000002,0.6905688548250635,0.6896551724137931,0.7325138107798737,0.7304075235109718,0.6736674463743593,0.6818181818181818
0.019,0.7032697954511522,0.6959247648902821,0.7438063007017369,0.7335423197492164,0.6789677997312497,0.6896551724137931
0.02,0.7099785995122679,0.7037617554858934,0.7466232021101876,0.7351097178683386,0.6888518389488877,0.6927899686520376
0.021,0.7117453839645648,0.7115987460815048,0.7526153386751605,0.7413793103448276,0.7015527795749763,0.6990595611285266
0.022,0.7177375205295377,0.719435736677116,0.7543821231274573,0.7476489028213166,0.7089533668441745,0.7037617554858934
0.023,0.7219628726422137,0.7225705329153606,0.7593241427362762,0.7554858934169278,0.719529189269895,0.7068965517241379
0.024,0.7275966754591151,0.7272727272727273,0.7610909271885731,0.7633228840125392,0.7269297765390932,0.7100313479623824
0.025,0.732538695067934,0.7304075235109718,0.7624993778927984,0.768025078369906,0.7315134623998407,0.7178683385579937
0.026000000000000002,0.7402976160852037,0.7398119122257053,0.7688498482058428,0.780564263322884,0.7357388145125168,0.7304075235109718
0.027,0.7484148708505449,0.7429467084639498,0.7702582989100681,0.786833855799373,0.738914049669039,0.7382445141065831
