averaging,model,false_positive_rate,mean_true_positive_rate,ci95_low,ci95_high,run_count
macro,M_1,0.77,0.9897833431598746,0.9775206798734984,1.0,10
macro,M_1,0.771,0.9897833431598746,0.9775206798734984,1.0,10
macro,M_1,0.772,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.773,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.774,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.775,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.776,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.777,0.9899137597455759,0.9778999935482696,1.0,10
macro,M_1,0.778,0.989932319508011,0.9779159508498939,1.0,10
macro,M_1,0.779,0.989932319508011,0.9779159508498939,1.0,10
macro,M_1,0.78,0.990059870528419,0.9780101138464796,1.0,10
macro,M_1,0.781,0.990059870528419,0.9780101138464796,1.0,10
macro,M_1,0.782,0.990059870528419,0.9780101138464796,1.0,10
macro,M_1,0.783,0.990059870528419,0.9780101138464796,1.0,10
macro,M_1,0.784,0.990059870528419,0.9780101138464796,1.0,10
macro,M_1,0.785,0.9901766929583257,0.9783894426225092,1.0,10
macro,M_1,0.786,0.9901766929583257,0.9783894426225092,1.0,10
macro,M_1,0.787,0.9901766929583257,0.9783894426225092,1.0,10
macro,M_1,0.788,0.9901766929583257,0.9783894426225092,1.0,10
macro,M_1,0.789,0.9902935153882322,0.9787686907532706,1.0,10
macro,M_1,0.79,0.9904053722114984,0.9791317379380956,1.0,10
macro,M_1,0.791,0.9907107547530991,0.979354517920642,1.0,10
macro,M_1,0.792,0.9908275771830057,0.9797334671946627,1.0,10
macro,M_1,0.793,0.9910797818052538,0.9805076074920728,1.0,10
macro,M_1,0.794,0.9910797818052538,0.9805076074920728,1.0,10
macro,M_1,0.795,0.9910797818052538,0.9805076074920728,1.0,10
macro,M_1,0.796,0.9910797818052538,0.9805076074920728,1.0,10
macro,M_1,0.797,0.991207332825662,0.9805963496765481,1.0,10
macro,M_1,0.798,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.799,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.8,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.801,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.802,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.803,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.804,0.9913191896489282,0.9809587814485095,1.0,10
macro,M_1,0.805,0.9914360120788348,0.9813371713673958,1.0,10
macro,M_1,0.806,0.9914545718412698,0.9813538378572648,1.0,10
macro,M_1,0.807,0.9914545718412698,0.9813538378572648,1.0,10
macro,M_1,0.808,0.9914545718412698,0.9813538378572648,1.0,10
macro,M_1,0.809,0.9914545718412698,0.9813538378572648,1.0,10
macro,M_1,0.81,0.9914545718412698,0.9813538378572648,1.0,10
macro,M_1,0.811,0.9915451777132149,0.9814211158712022,1.0,10
macro,M_1,0.812,0.9915451777132149,0.9814211158712022,1.0,10
macro,M_1,0.8130000000000001,0.9915451777132149,0.9814211158712022,1.0,10
macro,M_1,0.8140000000000001,0.99166373747565,0.9815237925284913,1.0,10
macro,M_1,0.8150000000000001,0.99166373747565,0.9815237925284913,1.0,10
macro,M_1,0.8160000000000001,0.9916822972380851,0.981540124289333,1.0,10
macro,M_1,0.8170000000000001,0.9916822972380851,0.981540124289333,1.0,10
macro,M_1,0.8180000000000001,0.9916822972380851,0.981540124289333,1.0,10
macro,M_1,0.8190000000000001,0.9917532192239007,0.9815936399760589,1.0,10
macro,M_1,0.8200000000000001,0.9918650760471669,0.9819563126163822,1.0,10
macro,M_1,0.8210000000000001,0.9918650760471669,0.9819563126163822,1.0,10
macro,M_1,0.8220000000000001,0.9918836358096019,0.9819726091680179,1.0,10
macro,M_1,0.8230000000000001,0.9918836358096019,0.9819726091680179,1.0,10
macro,M_1,0.8240000000000001,0.9920004582395083,0.9823513242247197,1.0,10
macro,M_1,0.8250000000000001,0.9920004582395083,0.9823513242247197,1.0,10
macro,M_1,0.8260000000000001,0.9920004582395083,0.9823513242247197,1.0,10
macro,M_1,0.8270000000000001,0.9920004582395083,0.9823513242247197,1.0,10
macro,M_1,0.8280000000000001,0.9920004582395083,0.9823513242247197,1.0,10
macro,M_1,0.8290000000000001,0.9921293242188899,0.9824599220159779,1.0,10
macro,M_1,0.8300000000000001,0.9921478839813249,0.9824748423836077,1.0,10
macro,M_1,0.8310000000000001,0.9921478839813249,0.9824748423836077,1.0,10
macro,M_1,0.8320000000000001,0.9921664437437601,0.9824895819571156,1.0,10
macro,M_1,0.833,0.9922783005670262,0.9828524574357759,1.0,10
macro,M_1,0.834,0.9922783005670262,0.9828524574357759,1.0,10
macro,M_1,0.835,0.9924492225528418,0.9829881705869513,1.0,10
macro,M_1,0.836,0.9926828674126549,0.9837462472147578,1.0,10
macro,M_1,0.837,0.9927828674126549,0.9838251091058142,1.0,10
macro,M_1,0.838,0.9928996898425615,0.9842040872707377,1.0,10
macro,M_1,0.839,0.9928996898425615,0.9842040872707377,1.0,10
macro,M_1,0.84,0.9931333347023745,0.9849616348485969,1.0,10
macro,M_1,0.841,0.9932501571322809,0.9853401771885633,1.0,10
macro,M_1,0.842,0.9932501571322809,0.9853401771885633,1.0,10
macro,M_1,0.843,0.9932501571322809,0.9853401771885633,1.0,10
macro,M_1,0.844,0.9933620139555472,0.9857024652045966,1.0,10
macro,M_1,0.845,0.9935028590259698,0.9858299426368963,1.0,10
macro,M_1,0.846,0.9936147158492361,0.9861928097192989,1.0,10
macro,M_1,0.847,0.9936147158492361,0.9861928097192989,1.0,10
macro,M_1,0.848,0.9937315382791425,0.9865716330104763,1.0,10
macro,M_1,0.849,0.9937315382791425,0.9865716330104763,1.0,10
macro,M_1,0.85,0.9937500980415775,0.9865870919413553,1.0,10
macro,M_1,0.851,0.9937500980415775,0.9865870919413553,1.0,10
macro,M_1,0.852,0.9939837429013906,0.9873443253964634,1.0,10
macro,M_1,0.853,0.9941299417317999,0.9874649132001039,1.0,10
macro,M_1,0.854,0.9941299417317999,0.9874649132001039,1.0,10
macro,M_1,0.855,0.9942467641617065,0.9878436942631541,1.0,10
macro,M_1,0.856,0.9943586209849729,0.9882061896844315,1.0,10
macro,M_1,0.857,0.9943771807474079,0.9882218979862559,1.0,10
macro,M_1,0.858,0.9943771807474079,0.9882218979862559,1.0,10
macro,M_1,0.859,0.9946484424035317,0.9887197301267048,1.0,10
macro,M_1,0.86,0.9947193643893473,0.9887714082325794,1.0,10
macro,M_1,0.861,0.9947193643893473,0.9887714082325794,1.0,10
macro,M_1,0.862,0.9947193643893473,0.9887714082325794,1.0,10
macro,M_1,0.863,0.9947193643893473,0.9887714082325794,1.0,10
macro,M_1,0.864,0.994790286375163,0.9888188363435791,1.0,10
macro,M_1,0.865,0.994790286375163,0.9888188363435791,1.0,10
macro,M_1,0.866,0.994790286375163,0.9888188363435791,1.0,10
macro,M_1,0.867,0.994790286375163,0.9888188363435791,1.0,10
macro,M_1,0.868,0.994790286375163,0.9888188363435791,1.0,10
macro,M_1,0.869,0.9949364852055723,0.9889274979747683,1.0,10
macro,M_1,0.87,0.9949364852055723,0.9889274979747683,1.0,10
macro,M_1,0.871,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.872,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.873,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.874,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.875,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.876,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.877,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.878,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.879,0.9952299860807085,0.9894381355275456,1.0,10
macro,M_1,0.88,0.9953468085106149,0.9898165563392002,1.0,10
macro,M_1,0.881,0.9954586653338812,0.9901786427211603,1.0,10
macro,M_1,0.882,0.9955307114433912,0.9902353206759943,1.0,10
macro,M_1,0.883,0.9955492712058263,0.9902521630640266,1.0,10
macro,M_1,0.884,0.9955492712058263,0.9902521630640266,1.0,10
macro,M_1,0.885,0.9956660936357329,0.9906303322338644,1.0,10
macro,M_1,0.886,0.9956660936357329,0.9906303322338644,1.0,10
macro,M_1,0.887,0.9956660936357329,0.9906303322338644,1.0,10
macro,M_1,0.888,0.9956660936357329,0.9906303322338644,1.0,10
macro,M_1,0.889,0.9957779504589992,0.9909921261419933,1.0,10
macro,M_1,0.89,0.9957779504589992,0.9909921261419933,1.0,10
macro,M_1,0.891,0.9957779504589992,0.9909921261419933,1.0,10
macro,M_1,0.892,0.9957779504589992,0.9909921261419933,1.0,10
macro,M_1,0.893,0.9957779504589992,0.9909921261419933,1.0,10
macro,M_1,0.894,0.9959668189984157,0.9914211734734187,1.0,10
macro,M_1,0.895,0.9960388651079258,0.9914670121290143,1.0,10
macro,M_1,0.896,0.9960388651079258,0.9914670121290143,1.0,10
macro,M_1,0.897,0.9960388651079258,0.9914670121290143,1.0,10
macro,M_1,0.898,0.9960388651079258,0.9914670121290143,1.0,10
macro,M_1,0.899,0.996150721931192,0.9918274674455343,1.0,10
macro,M_1,0.9,0.996150721931192,0.9918274674455343,1.0,10
macro,M_1,0.901,0.996150721931192,0.9918274674455343,1.0,10
macro,M_1,0.902,0.996150721931192,0.9918274674455343,1.0,10
macro,M_1,0.903,0.996150721931192,0.9918274674455343,1.0,10
macro,M_1,0.904,0.9962948141502121,0.9919515789428821,1.0,10
macro,M_1,0.905,0.9962948141502121,0.9919515789428821,1.0,10
macro,M_1,0.906,0.9962948141502121,0.9919515789428821,1.0,10
macro,M_1,0.907,0.9964116365801188,0.9923285271017883,1.0,10
macro,M_1,0.908,0.9965284590100254,0.9927049067402083,1.0,10
macro,M_1,0.909,0.9965284590100254,0.9927049067402083,1.0,10
macro,M_1,0.91,0.9966403158332915,0.9930646409678786,1.0,10
macro,M_1,0.911,0.9966403158332915,0.9930646409678786,1.0,10
macro,M_1,0.912,0.9966403158332915,0.9930646409678786,1.0,10
macro,M_1,0.913,0.9966588755957264,0.9930833840260708,1.0,10
macro,M_1,0.914,0.9967707324189927,0.993442709872539,1.0,10
macro,M_1,0.915,0.996882589242259,0.9938011310900037,0.9999640473945144,10
macro,M_1,0.916,0.9970101402626671,0.9939019583641714,1.0,10
macro,M_1,0.917,0.9971101402626672,0.9939757289743165,1.0,10
macro,M_1,0.918,0.9972219970859333,0.9943335207543046,1.0,10
macro,M_1,0.919,0.9972219970859333,0.9943335207543046,1.0,10
macro,M_1,0.92,0.9972219970859333,0.9943335207543046,1.0,10
macro,M_1,0.921,0.9972219970859333,0.9943335207543046,1.0,10
macro,M_1,0.922,0.9973628421563558,0.9944193462589445,1.0,10
macro,M_1,0.923,0.9973628421563558,0.9944193462589445,1.0,10
macro,M_1,0.924,0.9973628421563558,0.9944193462589445,1.0,10
macro,M_1,0.925,0.9973628421563558,0.9944193462589445,1.0,10
macro,M_1,0.926,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.927,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.928,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.929,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.93,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.931,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.932,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.933,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.934,0.9973814019187909,0.9944400544528857,1.0,10
macro,M_1,0.935,0.9974982243486975,0.9948112068528173,1.0,10
macro,M_1,0.936,0.9975982243486975,0.9948702183003679,1.0,10
macro,M_1,0.937,0.9977100811719637,0.9952221948129207,1.0,10
macro,M_1,0.938,0.9977100811719637,0.9952221948129207,1.0,10
macro,M_1,0.939,0.9977100811719637,0.9952221948129207,1.0,10
macro,M_1,0.94,0.9977100811719637,0.9952221948129207,1.0,10
macro,M_1,0.941,0.9977100811719637,0.9952221948129207,1.0,10
macro,M_1,0.942,0.9977810031577793,0.9952738923107752,1.0,10
macro,M_1,0.943,0.9979098691371607,0.9954125745733803,1.0,10
macro,M_1,0.944,0.9979098691371607,0.9954125745733803,1.0,10
macro,M_1,0.945,0.9979098691371607,0.9954125745733803,1.0,10
macro,M_1,0.946,0.9980266915670672,0.9957820066152293,1.0,10
macro,M_1,0.947,0.9981435139969739,0.9961484152701237,1.0,10
macro,M_1,0.948,0.9981435139969739,0.9961484152701237,1.0,10
macro,M_1,0.949,0.9981435139969739,0.9961484152701237,1.0,10
macro,M_1,0.95,0.9981435139969739,0.9961484152701237,1.0,10
macro,M_1,0.951,0.9981435139969739,0.9961484152701237,1.0,10
macro,M_1,0.952,0.9982839634351761,0.9963101483538376,1.0,10
macro,M_1,0.953,0.9983958202584423,0.9966649920009387,1.0,10
macro,M_1,0.954,0.9983958202584423,0.9966649920009387,1.0,10
macro,M_1,0.955,0.9983958202584423,0.9966649920009387,1.0,10
macro,M_1,0.956,0.9983958202584423,0.9966649920009387,1.0,10
macro,M_1,0.957,0.9983958202584423,0.9966649920009387,1.0,10
macro,M_1,0.958,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.959,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.96,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.961,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.962,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.963,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.964,0.9985126426883488,0.9970319890650013,0.9999932963116963,10
macro,M_1,0.965,0.9986294651182555,0.9973931068166931,0.9998658234198178,10
macro,M_1,0.966,0.9986294651182555,0.9973931068166931,0.9998658234198178,10
macro,M_1,0.967,0.9986294651182555,0.9973931068166931,0.9998658234198178,10
macro,M_1,0.968,0.9986294651182555,0.9973931068166931,0.9998658234198178,10
macro,M_1,0.969,0.9986294651182555,0.9973931068166931,0.9998658234198178,10
macro,M_1,0.97,0.9987003871040709,0.99743245256039,0.9999683216477518,10
macro,M_1,0.971,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.972,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.973,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.974,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.975,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.976,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.977,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.978,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.979,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.98,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.981,0.9988292530834524,0.9975593519401995,1.0,10
macro,M_1,0.982,0.9989460755133589,0.9979155261831442,0.9999766248435736,10
macro,M_1,0.983,0.9989460755133589,0.9979155261831442,0.9999766248435736,10
macro,M_1,0.984,0.9990814577057006,0.9982685109191562,0.9998944044922449,10
macro,M_1,0.985,0.9992515257329113,0.9984405835631898,1.0,10
macro,M_1,0.986,0.9993683481628179,0.9987672598618805,0.9999694364637554,10
macro,M_1,0.987,0.9993683481628179,0.9987672598618805,0.9999694364637554,10
macro,M_1,0.988,0.9994958991832261,0.998903302147316,1.0,10
macro,M_1,0.989,0.9996571895058068,0.9991271678148467,1.0,10
macro,M_1,0.99,0.9996571895058068,0.9991271678148467,1.0,10
macro,M_1,0.991,0.9996571895058068,0.9991271678148467,1.0,10
macro,M_1,0.992,0.9998908343656199,0.9997159854457749,1.0,10
macro,M_1,0.993,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.994,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.995,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.996,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.997,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.998,0.9999628804751299,0.9998789102760655,1.0,10
macro,M_1,0.999,0.999981440237565,0.9999394551380327,1.0,10
macro,M_1,1.0,1.0,1.0,1.0,10
macro,M_rand,0.0,0.0,0.0,0.0,10
macro,M_rand,0.001,0.27937749755826446,0.10974628800805061,0.4490087071084783,10
macro,M_rand,0.002,0.32072370939010425,0.14323760913233843,0.4982098096478701,10
macro,M_rand,0.003,0.3524067483216092,0.17128770521805406,0.5335257914251643,10
macro,M_rand,0.004,0.3696738737189358,0.1893184931891283,0.5500292542487433,10
macro,M_rand,0.005,0.392178160303451,0.21286722579222836,0.5714890948146736,10
macro,M_rand,0.006,0.4071725349724907,0.22692599940898694,0.5874190705359944,10
macro,M_rand,0.007,0.42035614106573105,0.24118601940533585,0.5995262627261262,10
macro,M_rand,0.008,0.43521544526029554,0.25763912907965836,0.6127917614409327,10
macro,M_rand,0.009,0.4489724889614764,0.2744782348305834,0.6234667430923694,10
macro,M_rand,0.01,0.4606245870270579,0.28787281775506945,0.6333763562990463,10
macro,M_rand,0.011,0.46705728620882886,0.2945240725231587,0.639590499894499,10
macro,M_rand,0.012,0.47585292434255483,0.3046383791683033,0.6470674695168064,10
macro,M_rand,0.013,0.48721132804613393,0.3161027446261949,0.6583199114660729,10
macro,M_rand,0.014,0.49592652487599276,0.32621426142390353,0.665638788328082,10
macro,M_rand,0.015,0.5040101125180038,0.3350870701873808,0.6729331548486267,10
macro,M_rand,0.016,0.5126651573243486,0.345545847218528,0.6797844674301692,10
macro,M_rand,0.017,0.5194626539046665,0.35414996144912037,0.6847753463602126,10
macro,M_rand,0.018,0.5254222307445323,0.362385297891265,0.6884591635977997,10
macro,M_rand,0.019,0.5324864477134871,0.3711171756892599,0.6938557197377142,10
macro,M_rand,0.02,0.5402276808914686,0.3807295621217188,0.6997257996612183,10
macro,M_rand,0.021,0.5471790234363605,0.3886931714936649,0.7056648753790561,10
macro,M_rand,0.022,0.5534130449113492,0.39621777427046834,0.7106083155522301,10
macro,M_rand,0.023,0.5615837612933863,0.40798825104467523,0.7151792715420973,10
macro,M_rand,0.024,0.5676710079258054,0.41575904554852294,0.7195829703030878,10
macro,M_rand,0.025,0.572062198587678,0.4199613340882039,0.7241630630871522,10
macro,M_rand,0.026,0.5753344327474068,0.42415828514462683,0.7265105803501868,10
macro,M_rand,0.027,0.5797710503996278,0.4298357067089157,0.72970639409034,10
macro,M_rand,0.028,0.585158399543382,0.4371995215361837,0.7331172775505803,10
macro,M_rand,0.029,0.5909311026673045,0.4444115853523699,0.7374506199822392,10
macro,M_rand,0.03,0.596649035724295,0.451686528244763,0.7416115432038268,10
macro,M_rand,0.031,0.6016258323039219,0.45837481197107866,0.7448768526367651,10
macro,M_rand,0.032,0.60663755203472,0.4662394639117526,0.7470356401576874,10
macro,M_rand,0.033,0.6120353109200092,0.4742629679899025,0.7498076538501159,10
macro,M_rand,0.034,0.6158554591429819,0.47821948712047546,0.7534914311654883,10
macro,M_rand,0.035,0.6205802439475198,0.48413815154180073,0.7570223363532388,10
macro,M_rand,0.036,0.624777918567211,0.48897984680031537,0.7605759903341066,10
macro,M_rand,0.037,0.6277351263708589,0.4922007629715399,0.763269489770178,10
macro,M_rand,0.038,0.6323702488407343,0.49711415452120283,0.7676263431602659,10
macro,M_rand,0.039,0.6351756372813686,0.5010677107495043,0.7692835638132329,10
macro,M_rand,0.04,0.639163211578208,0.5056752040166155,0.7726512191398005,10
macro,M_rand,0.041,0.6420565995163959,0.5092887887182225,0.7748244103145694,10
macro,M_rand,0.042,0.6464120424178981,0.5148332675016787,0.7779908173341175,10
macro,M_rand,0.043,0.6496946090797195,0.5181330866879221,0.781256131471517,10
macro,M_rand,0.044,0.6523396093557942,0.5205279361474928,0.7841512825640955,10
macro,M_rand,0.045,0.6549821182583265,0.5239939908427281,0.7859702456739249,10
macro,M_rand,0.046,0.6586026276693979,0.5282026330752938,0.789002622263502,10
macro,M_rand,0.047,0.6623529996587806,0.5323948423182432,0.792311156999318,10
macro,M_rand,0.048,0.6644713098566465,0.535769612700037,0.793173007013256,10
macro,M_rand,0.049,0.667564279386218,0.539905141726297,0.795223417046139,10
macro,M_rand,0.05,0.6705781940305048,0.5442090369252724,0.7969473511357371,10
macro,M_rand,0.051,0.673088592589276,0.5470660636703032,0.7991111215082488,10
macro,M_rand,0.052,0.676015141054273,0.5508104302314176,0.8012198518771283,10
macro,M_rand,0.053,0.6791954190746622,0.5543107870028633,0.8040800511464611,10
macro,M_rand,0.054,0.6813414593593229,0.5568913374781544,0.8057915812404913,10
macro,M_rand,0.055,0.6844488218447763,0.5598434994794366,0.809054144210116,10
macro,M_rand,0.056,0.6872168766465192,0.5634769963137306,0.8109567569793078,10
macro,M_rand,0.057,0.6901848100640429,0.5670266494331657,0.81334297069492,10
macro,M_rand,0.058,0.6918209965452335,0.5686242224674889,0.8150177706229782,10
macro,M_rand,0.059,0.6932746162084351,0.5708035377826111,0.8157456946342592,10
macro,M_rand,0.06,0.6961047873906402,0.5750091564609788,0.8172004183203015,10
macro,M_rand,0.061,0.6983786724871334,0.5780186749730871,0.8187386700011796,10
macro,M_rand,0.062,0.7019332748044018,0.5823967758243789,0.8214697737844248,10
macro,M_rand,0.063,0.7051427613032333,0.58617870256233,0.8241068200441366,10
macro,M_rand,0.064,0.7075143808432779,0.5892887197273016,0.8257400419592542,10
macro,M_rand,0.065,0.7086735174433623,0.5910199371388722,0.8263270977478523,10
macro,M_rand,0.066,0.710314408349021,0.5937252647755238,0.8269035519225183,10
macro,M_rand,0.067,0.7126298171548344,0.5964380079005641,0.8288216264091047,10
macro,M_rand,0.068,0.7153803360487062,0.5997314242649981,0.8310292478324143,10
macro,M_rand,0.069,0.717629510563391,0.6033241934722724,0.8319348276545095,10
macro,M_rand,0.07,0.7204148499801388,0.606908941870934,0.8339207580893436,10
macro,M_rand,0.071,0.722078565172753,0.6089837804976064,0.8351733498478997,10
macro,M_rand,0.072,0.724705907111707,0.6125423961200666,0.8368694181033475,10
macro,M_rand,0.073,0.7255187999522441,0.6137773030594844,0.8372602968450038,10
macro,M_rand,0.074,0.7274246425207065,0.6162737061998411,0.8385755788415719,10
macro,M_rand,0.075,0.728274351518591,0.6174287798254909,0.839119923211691,10
macro,M_rand,0.076,0.7302347620932746,0.6198769392233618,0.8405925849631875,10
macro,M_rand,0.077,0.7318350488992287,0.6223314100387733,0.841338687759684,10
macro,M_rand,0.078,0.7341588472428461,0.6254285974832906,0.8428890970024016,10
macro,M_rand,0.079,0.7356843216332691,0.6268202413845342,0.8445484018820041,10
macro,M_rand,0.08,0.7380765490831352,0.6298905828012135,0.846262515365057,10
macro,M_rand,0.081,0.7395702823036469,0.6316392327851656,0.8475013318221281,10
macro,M_rand,0.082,0.7417599345353701,0.6348759638868748,0.8486439051838655,10
macro,M_rand,0.083,0.7441733224909035,0.6372327780539426,0.8511138669278644,10
macro,M_rand,0.084,0.7460718802022303,0.6393194597043609,0.8528243007000996,10
macro,M_rand,0.085,0.7479071447380713,0.6411929553111879,0.8546213341649547,10
macro,M_rand,0.086,0.7498625567893852,0.6437816912892245,0.8559434222895459,10
macro,M_rand,0.087,0.7507612116988076,0.6447958083848649,0.8567266150127503,10
macro,M_rand,0.088,0.7518035535731029,0.6458586298706227,0.8577484772755831,10
macro,M_rand,0.089,0.7527522893746516,0.6466498295189538,0.8588547492303493,10
macro,M_rand,0.09,0.7547694451634628,0.6489410037049879,0.8605978866219377,10
macro,M_rand,0.091,0.7569546064246838,0.6510663702302159,0.8628428426191518,10
macro,M_rand,0.092,0.7594751960047763,0.6537316035280633,0.8652187884814894,10
macro,M_rand,0.093,0.7618412909784367,0.6565052274031984,0.867177354553675,10
macro,M_rand,0.094,0.7635809505004516,0.6582560441055655,0.8689058568953377,10
macro,M_rand,0.095,0.7651520030573028,0.6597422554484187,0.8705617506661869,10
macro,M_rand,0.096,0.766615049833636,0.6619862682140321,0.87124383145324,10
macro,M_rand,0.097,0.7679442051257731,0.6636197263474338,0.8722686839041124,10
macro,M_rand,0.098,0.7697598753751854,0.6657614868478507,0.8737582639025201,10
macro,M_rand,0.099,0.7712167660892495,0.6672158909697081,0.8752176412087909,10
macro,M_rand,0.1,0.773051770163053,0.6695182363083892,0.8765853040177168,10
macro,M_rand,0.101,0.7740589791681262,0.6707925037225788,0.8773254546136735,10
macro,M_rand,0.102,0.7747009128123927,0.6720525567309301,0.8773492688938553,10
macro,M_rand,0.103,0.7755134062368447,0.6733147109443929,0.8777121015292966,10
macro,M_rand,0.104,0.7771011965008621,0.6747655058538289,0.8794368871478953,10
macro,M_rand,0.105,0.7787827347106206,0.6768986079288749,0.8806668614923664,10
macro,M_rand,0.106,0.779571680209888,0.6779029642148502,0.8812403962049258,10
macro,M_rand,0.107,0.7808833621312643,0.6793154154753889,0.8824513087871397,10
macro,M_rand,0.108,0.7824343242321373,0.6804582740522482,0.8844103744120264,10
macro,M_rand,0.109,0.7834880871989094,0.6821261072275171,0.8848500671703017,10
macro,M_rand,0.11,0.7846490707426271,0.6832143006926287,0.8860838407926256,10
macro,M_rand,0.111,0.7863496143657176,0.6856940502427992,0.887005178488636,10
macro,M_rand,0.112,0.7879296701974606,0.6876972504731352,0.888162089921786,10
macro,M_rand,0.113,0.7886956836303438,0.6886152731101263,0.8887760941505614,10
macro,M_rand,0.114,0.7898076398002815,0.6900875200794011,0.8895277595211618,10
macro,M_rand,0.115,0.7904407413439042,0.6911865950884928,0.8896948875993156,10
macro,M_rand,0.116,0.7917040632799217,0.6926240911989601,0.8907840353608834,10
macro,M_rand,0.117,0.7930898357966691,0.6942574666014888,0.8919222049918495,10
macro,M_rand,0.118,0.7939053729206004,0.6953914907946446,0.8924192550465562,10
macro,M_rand,0.119,0.7944465691149611,0.6956888375531061,0.8932043006768162,10
macro,M_rand,0.12,0.7954463189247527,0.6967165990285167,0.8941760388209887,10
macro,M_rand,0.121,0.796060485404738,0.6976239872873176,0.8944969835221583,10
macro,M_rand,0.122,0.7970218930747505,0.6983341101950123,0.8957096759544886,10
macro,M_rand,0.123,0.7977794772354213,0.6992863490500101,0.8962726054208325,10
macro,M_rand,0.124,0.7991042175617892,0.7007896452659743,0.897418789857604,10
macro,M_rand,0.125,0.8009177553559775,0.7037321806496665,0.8981033300622886,10
macro,M_rand,0.126,0.8014701102579108,0.7041301028182008,0.8988101176976209,10
macro,M_rand,0.127,0.8020441264255226,0.7046329872575346,0.8994552655935105,10
macro,M_rand,0.128,0.8033040008507826,0.7061126021267383,0.9004953995748268,10
macro,M_rand,0.129,0.8039852105519548,0.7069890687529222,0.9009813523509874,10
macro,M_rand,0.13,0.8052393298907516,0.7089819413467606,0.9014967184347427,10
macro,M_rand,0.131,0.8059587140335894,0.7099410210823054,0.9019764069848735,10
macro,M_rand,0.132,0.8071050848416496,0.7116472574435193,0.9025629122397798,10
macro,M_rand,0.133,0.8080617145398186,0.7126589536100354,0.9034644754696017,10
macro,M_rand,0.134,0.8082232423975793,0.7128249684302472,0.9036215163649113,10
macro,M_rand,0.135,0.8088862234416776,0.7140165127676807,0.9037559341156745,10
macro,M_rand,0.136,0.8104353238288663,0.7163412279172433,0.9045294197404893,10
macro,M_rand,0.137,0.811888647419096,0.7184121886926371,0.905365106145555,10
macro,M_rand,0.138,0.812322895902725,0.7186275411217489,0.9060182506837011,10
macro,M_rand,0.139,0.8127054626770038,0.7191615066606597,0.906249418693348,10
macro,M_rand,0.14,0.8127763846628195,0.7192036942887572,0.9063490750368819,10
