false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.72953216374269,0.710691823899371,0.7757488960496479,0.7688679245283019,0.6694116242988424,0.6588050314465409
0.002,0.760890321040697,0.7704402515723271,0.8112244897959184,0.809748427672956,0.6949516648764769,0.7075471698113207
0.003,0.7852070652822531,0.7924528301886793,0.8299618092851175,0.8364779874213837,0.7250865258384056,0.7279874213836478
0.004,0.8022138680033417,0.8050314465408805,0.8411504952858336,0.8490566037735849,0.7301885666547321,0.7374213836477987
0.005,0.8134025540040577,0.8191823899371069,0.8593805943430004,0.860062893081761,0.7516111707841031,0.7468553459119497
0.006,0.8165652225802602,0.8223270440251572,0.862781954887218,0.8663522012578616,0.7664399092970522,0.7672955974842768
0.007,0.8216672633965867,0.8301886792452831,0.8642439431913116,0.8694968553459119,0.7713032581453634,0.7720125786163522
0.008,0.8299319727891157,0.8333333333333334,0.8708079723117317,0.8710691823899371,0.7788518916338465,0.7751572327044025
0.009000000000000001,0.8333333333333334,0.839622641509434,0.8725086525838406,0.8726415094339622,0.7837152404821577,0.7845911949685535
0.01,0.8350340136054422,0.8427672955974843,0.8768946174961212,0.8726415094339622,0.7900405776345626,0.789308176100629
0.011,0.8447607113020646,0.8427672955974843,0.8783566058002148,0.8789308176100629,0.793203246210765,0.7940251572327044
0.012,0.8464613915741734,0.8459119496855346,0.8798185941043084,0.8805031446540881,0.7949039264828739,0.7940251572327044
0.013000000000000001,0.8464613915741734,0.8459119496855346,0.8815192743764172,0.8836477987421384,0.7949039264828739,0.7971698113207547
0.014,0.8464613915741734,0.85062893081761,0.8829812626805108,0.8852201257861635,0.7966046067549827,0.7987421383647799
0.015,0.856188089270796,0.8553459119496856,0.8863826232247285,0.8867924528301887,0.8029299439073876,0.8066037735849056
0.016,0.856188089270796,0.8553459119496856,0.8863826232247285,0.8883647798742138,0.8114333452679318,0.8113207547169812
0.017,0.8620360424871703,0.8553459119496856,0.8912459720730397,0.8930817610062893,0.8128953335720253,0.8128930817610063
0.018000000000000002,0.8649600190953575,0.8632075471698113,0.8946473326172575,0.8946540880503144,0.8145960138441342,0.8128930817610063
0.019,0.866422007399451,0.8663522012578616,0.896109320921351,0.8962264150943396,0.8145960138441342,0.8144654088050315
0.02,0.866422007399451,0.8663522012578616,0.9024346580737559,0.9025157232704403,0.8194593626924453,0.8160377358490566
0.021,0.8693459840076381,0.8694968553459119,0.9058360186179735,0.9056603773584906,0.8226220312686479,0.8238993710691824
0.022,0.8708079723117317,0.8710691823899371,0.9109380594343001,0.9088050314465409,0.8257846998448503,0.8254716981132075
0.023,0.8759100131280582,0.8726415094339622,0.9141007280105025,0.9119496855345912,0.827485380116959,0.8254716981132075
0.024,0.8773720014321518,0.8773584905660378,0.9158014082826114,0.9135220125786163,0.827485380116959,0.8270440251572327
0.025,0.8790726817042607,0.8805031446540881,0.9158014082826114,0.9150943396226415,0.827485380116959,0.8286163522012578
0.026000000000000002,0.8853980188566655,0.8805031446540881,0.9158014082826114,0.9182389937106918,0.8289473684210527,0.8286163522012578
0.027,0.8870986991287744,0.8805031446540881,0.9189640768588136,0.9182389937106918,0.8289473684210527,0.8286163522012578
0.028,0.890500059672992,0.8836477987421384,0.9221267454350162,0.9213836477987422,0.8306480486931616,0.8317610062893082
0.029,0.8922007399451009,0.8852201257861635,0.9221267454350162,0.9213836477987422,0.8352727055734575,0.8349056603773585
0.03,0.8936627282491945,0.8867924528301887,0.9255281059792337,0.9229559748427673,0.8401360544217688,0.8364779874213837
0.031,0.897064088793412,0.889937106918239,0.928452082587421,0.9245283018867925,0.8418367346938775,0.839622641509434
0.032,0.8985260770975056,0.8930817610062893,0.928452082587421,0.9245283018867925,0.8418367346938775,0.8411949685534591
0.033,0.9002267573696145,0.8962264150943396,0.9318534431316386,0.9245283018867925,0.8418367346938775,0.8443396226415094
0.034,0.9002267573696145,0.9009433962264151,0.9333154314357321,0.9261006289308176,0.8432987229979712,0.8443396226415094
0.035,0.9002267573696145,0.9009433962264151,0.9333154314357321,0.9292452830188679,0.8447607113020646,0.8443396226415094
0.036000000000000004,0.903389425945817,0.9009433962264151,0.9333154314357321,0.9292452830188679,0.8464613915741734,0.8443396226415094
0.037,0.903389425945817,0.9009433962264151,0.935016111707841,0.9292452830188679,0.8481620718462823,0.8459119496855346
0.038,0.9065520945220193,0.9040880503144654,0.935016111707841,0.9308176100628931,0.8481620718462823,0.8459119496855346
0.039,0.9094760711302065,0.9040880503144654,0.935016111707841,0.9308176100628931,0.8481620718462823,0.8474842767295597
0.04,0.9094760711302065,0.9072327044025157,0.935016111707841,0.9323899371069182,0.849624060150376,0.8490566037735849
0.041,0.9111767514023152,0.9072327044025157,0.9379400883160283,0.9323899371069182,0.8513247404224847,0.85062893081761
0.042,0.9128774316744241,0.9072327044025157,0.9379400883160283,0.9323899371069182,0.8530254206945935,0.85062893081761
