false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.03017291066282421,0.02715466351829988,0.06170028818443804,0.06257378984651712,0.03840922190201729,0.03778040141676505
0.002,0.07687319884726225,0.0590318772136954,0.08878674351585014,0.089728453364817,0.06790489913544669,0.06493506493506493
0.003,0.0950778097982709,0.09799291617473435,0.14413256484149856,0.14049586776859505,0.08843227665706052,0.0885478158205431
0.004,0.12492795389048991,0.11097992916174734,0.17010086455331414,0.15938606847697756,0.10019596541786743,0.1050767414403778
0.005,0.16218731988472623,0.1357733175914994,0.18818731988472623,0.18654073199527746,0.13480979827089337,0.12750885478158205
0.006,0.1859193083573487,0.15584415584415584,0.20739193083573487,0.20306965761511217,0.14657348703170028,0.13931523022432113
0.007,0.20676945244956774,0.16765053128689492,0.2464466858789625,0.23730814639905548,0.16786455331412103,0.15466351829988192
0.008,0.2298559077809798,0.18181818181818182,0.28082420749279535,0.27390791027154665,0.1727463976945245,0.15938606847697756
0.009000000000000001,0.23829682997118154,0.19480519480519481,0.2967925072046109,0.29515938606847697,0.1908328530259366,0.1782762691853601
0.01,0.2582651296829971,0.20306965761511217,0.3167608069164265,0.30932703659976385,0.19803746397694524,0.18536009445100354
0.011,0.2645878962536023,0.22668240850059032,0.3420518731988473,0.3282172373081464,0.20436023054755043,0.19716646989374262
0.012,0.26902881844380405,0.2384887839433294,0.35913832853025934,0.35064935064935066,0.21324207492795388,0.2077922077922078
0.013000000000000001,0.27902881844380406,0.26092089728453366,0.3765475504322766,0.3600944510035419,0.22488760806916425,0.21605667060212513
0.014,0.2983198847262248,0.2668240850059032,0.38719308357348703,0.3707201889020071,0.2360922190201729,0.22904368358913813
0.015,0.30220172910662824,0.2798110979929162,0.3983976945244957,0.3825265643447462,0.24253314121037464,0.2384887839433294
0.016,0.31396541786743515,0.2845336481700118,0.4082795389048991,0.3860684769775679,0.2518559077809798,0.24557260920897284
0.017,0.3202881844380403,0.29988193624557263,0.4181613832853026,0.39669421487603307,0.26117867435158504,0.2550177095631641
0.018000000000000002,0.3428155619596542,0.30460448642266824,0.43092507204610947,0.4155844155844156,0.27061959654178674,0.27036599763872493
0.019,0.3559020172910663,0.3105076741440378,0.4450115273775216,0.42621015348288077,0.27938328530259365,0.27390791027154665
0.02,0.3694293948126801,0.3234946871310508,0.45821613832853025,0.43919716646989376,0.29014697406340056,0.27744982290436837
0.021,0.37687031700288187,0.3293978748524203,0.46997982708933717,0.45218417945690675,0.29891066282420753,0.28807556080283353
0.022,0.3870749279538905,0.3435655253837072,0.48218443804034583,0.46162927981109797,0.30235158501440923,0.29279811097992914
0.023,0.3942795389048991,0.34946871310507677,0.48950720461095104,0.4722550177095632,0.32596541786743516,0.29515938606847697
0.024,0.4089250720461095,0.3541912632821724,0.49627089337175795,0.4781582054309327,0.33372910662824207,0.3010625737898465
0.025,0.4214524495677233,0.358913813459268,0.5087982708933718,0.4852420306965762,0.3351700288184438,0.30814639905548996
0.026000000000000002,0.4228933717579251,0.3695395513577332,0.5122391930835735,0.4923258559622196,0.3380518731988473,0.3270365997638725
0.027,0.43309798270893374,0.37662337662337664,0.519121037463977,0.49940968122786306,0.3453746397694525,0.3412042502951594
0.028,0.44086167146974065,0.3778040141676505,0.5270028818443804,0.5088547815820543,0.3575792507204611,0.345926800472255
0.029,0.4423025936599424,0.3872491145218418,0.5367665706051873,0.5194805194805194,0.36446109510086455,0.35182998819362454
0.03,0.4481844380403458,0.3907910271546635,0.545207492795389,0.5242030696576151,0.3766657060518732,0.358913813459268
0.031,0.4589481268011527,0.4037780401416765,0.5490893371757926,0.5324675324675324,0.3868703170028819,0.3624557260920897
0.032,0.463270893371758,0.41912632821723733,0.5555302593659942,0.538370720188902,0.3975158501440922,0.3730814639905549
0.033,0.4721527377521614,0.42384887839433294,0.5647348703170029,0.5489964580873672,0.4042795389048991,0.38134592680047225
0.034,0.4775936599423631,0.4297520661157025,0.5750576368876081,0.5596221959858324,0.40672046109510085,0.3884297520661157
0.035,0.48347550432276654,0.4380165289256198,0.5829394812680115,0.5667060212514758,0.41372046109510086,0.39315230224321135
0.036000000000000004,0.49412103746397695,0.43919716646989376,0.5927031700288184,0.5737898465171193,0.4191613832853026,0.4049586776859504
0.037,0.49856195965417865,0.4510035419126328,0.5951440922190201,0.5832349468713105,0.4201613832853026,0.41086186540731995
0.038,0.5063256484149856,0.45808736717827625,0.6020259365994236,0.58913813459268,0.42460230547550437,0.41912632821723733
0.039,0.5130893371757925,0.4592680047225502,0.6099077809798271,0.5938606847697757,0.4289250720461095,0.42266824085005905
0.04,0.5175302593659943,0.4793388429752066,0.619671469740634,0.5974025974025974,0.4333659942363112,0.42739079102715466
0.041,0.5214121037463977,0.4817001180637544,0.6235533141210374,0.602125147579693,0.436806916426513,0.4309327036599764
0.042,0.5286167146974063,0.4887839433293979,0.6304351585014409,0.6115702479338843,0.4470115273775216,0.43565525383707204
0.043000000000000003,0.5296167146974063,0.49586776859504134,0.6333170028818444,0.6162927981109799,0.4500115273775216,0.44155844155844154
0.044,0.5393804034582133,0.4982290436835891,0.6411988472622479,0.6186540731995277,0.4500115273775216,0.4462809917355372
0.045,0.545821325648415,0.5029515938606848,0.6514034582132565,0.6198347107438017,0.45845244956772335,0.448642266824085
0.046,0.546821325648415,0.51357733175915,0.6557262247838617,0.6245572609208973,0.46089337175792505,0.45454545454545453
0.047,0.5551440922190202,0.5242030696576151,0.6571671469740634,0.6316410861865407,0.4663342939481268,0.4651711924439197
0.048,0.5585850144092219,0.525383707201889,0.6629308357348703,0.6375442739079102,0.475657060518732,0.4675324675324675
0.049,0.5667896253602306,0.526564344746163,0.6668126801152738,0.6446280991735537,0.4799798270893372,0.4675324675324675
0.05,0.5682305475504322,0.5289256198347108,0.6728126801152738,0.6469893742621016,0.4819798270893372,0.47107438016528924
0.051000000000000004,0.5692305475504322,0.5336481700118064,0.6742536023054755,0.6493506493506493,0.4839798270893372,0.4722550177095632
0.052000000000000005,0.5775533141210375,0.5430932703659976,0.6786945244956772,0.6505312868949232,0.49042074927953894,0.4734356552538371
0.053,0.5799942363112391,0.5442739079102715,0.6796945244956771,0.6528925619834711,0.49430259365994234,0.4781582054309327
0.054,0.5824351585014409,0.5489964580873672,0.681135446685879,0.6576151121605667,0.4967435158501441,0.4805194805194805
