run,false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
1,0.043,0.5296167146974063,0.4958677685950413,0.6333170028818444,0.6162927981109799,0.4500115273775216,0.4415584415584415
1,0.044,0.5393804034582133,0.4982290436835891,0.6411988472622479,0.6186540731995277,0.4500115273775216,0.4462809917355372
1,0.045,0.545821325648415,0.5029515938606848,0.6514034582132565,0.6198347107438017,0.4584524495677233,0.448642266824085
1,0.046,0.546821325648415,0.51357733175915,0.6557262247838617,0.6245572609208973,0.460893371757925,0.4545454545454545
1,0.047,0.5551440922190202,0.5242030696576151,0.6571671469740634,0.6316410861865407,0.4663342939481268,0.4651711924439197
1,0.048,0.5585850144092219,0.525383707201889,0.6629308357348703,0.6375442739079102,0.475657060518732,0.4675324675324675
1,0.049,0.5667896253602306,0.526564344746163,0.6668126801152738,0.6446280991735537,0.4799798270893372,0.4675324675324675
1,0.05,0.5682305475504322,0.5289256198347108,0.6728126801152738,0.6469893742621016,0.4819798270893372,0.4710743801652892
1,0.051,0.5692305475504322,0.5336481700118064,0.6742536023054755,0.6493506493506493,0.4839798270893372,0.4722550177095632
1,0.052,0.5775533141210375,0.5430932703659976,0.6786945244956772,0.6505312868949232,0.4904207492795389,0.4734356552538371
1,0.053,0.5799942363112391,0.5442739079102715,0.6796945244956771,0.6528925619834711,0.4943025936599423,0.4781582054309327
1,0.054,0.5824351585014409,0.5489964580873672,0.681135446685879,0.6576151121605667,0.4967435158501441,0.4805194805194805
1,0.055,0.5853170028818444,0.5501770956316411,0.6850172910662824,0.6599763872491146,0.4981844380403458,0.4887839433293979
1,0.056,0.5976397694524496,0.5525383707201889,0.6864582132564842,0.6599763872491146,0.5016253602305475,0.4899645808736718
1,0.057,0.6006397694524496,0.5537190082644629,0.6864582132564842,0.6682408500590319,0.504507204610951,0.4946871310507674
1,0.058,0.6030806916426513,0.5548996458087367,0.6898991354466859,0.6706021251475797,0.5069481268011528,0.4982290436835891
1,0.059,0.6069625360230547,0.5572609208972845,0.6942219020172911,0.6741440377804014,0.5098299711815562,0.4982290436835891
