false_positive_rate,M_0_macro_true_positive_rate,M_0_micro_true_positive_rate,M_1_macro_true_positive_rate,M_1_micro_true_positive_rate,M_rand_macro_true_positive_rate,M_rand_micro_true_positive_rate
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.037199229193430786,0.022417153996101363,0.05049303843616541,0.04873294346978557,0.04538470886427555,0.02631578947368421
0.002,0.07086125481754106,0.06237816764132553,0.083369501058991,0.07602339181286549,0.06391705149126767,0.050682261208576995
0.003,0.11912346793514114,0.0847953216374269,0.10766553244679003,0.10916179337231968,0.09010971841255512,0.06725146198830409
0.004,0.14512082913787716,0.1101364522417154,0.13130620464567203,0.1286549707602339,0.09973612027360161,0.08576998050682261
0.005,0.1588746918509774,0.14619883040935672,0.14453491198222285,0.1530214424951267,0.11604197770910732,0.10623781676413255
0.006,0.17524565119266694,0.15886939571150097,0.17524565119266694,0.1695906432748538,0.1286153258567411,0.11598440545808966
0.007,0.19299243081837436,0.17348927875243664,0.19384309572584285,0.18908382066276802,0.13732596090413526,0.12085769980506822
0.008,0.21224523454046734,0.19298245614035087,0.20425506058817403,0.20760233918128654,0.15749453143988057,0.12475633528265107
0.009000000000000001,0.2291413492587063,0.20662768031189083,0.2204307142113121,0.22612085769980506,0.18251102392278046,0.13157894736842105
0.01,0.24007846949758688,0.2212475633528265,0.24046908093468977,0.23976608187134502,0.19220252769001078,0.13937621832358674
0.011,0.24963976945244956,0.23684210526315788,0.2574302975591125,0.2543859649122807,0.19436391097531336,0.1530214424951267
0.012,0.27007308774000904,0.2524366471734893,0.2647651123224888,0.2699805068226121,0.20091316273740495,0.1608187134502924
0.013000000000000001,0.2737404951216972,0.27387914230019494,0.27818912537759105,0.2719298245614035,0.20163362383250583,0.17348927875243664
0.014,0.28873563417936876,0.29434697855750486,0.292728551091976,0.2875243664717349,0.2098842054095344,0.18128654970760233
0.015,0.29914759904169996,0.30214424951267055,0.3075283844310961,0.30116959064327486,0.2165636609839936,0.18908382066276802
0.016,0.3164343251970418,0.3079922027290448,0.3172849901045103,0.3079922027290448,0.22913700913162738,0.2046783625730994
0.017,0.3297281344397764,0.3206627680311891,0.32697649387174055,0.31773879142300193,0.23516110551716954,0.2212475633528265
0.018000000000000002,0.3394847401131905,0.3235867446393762,0.3418414291170445,0.32943469785575047,0.2411200999965279,0.22807017543859648
0.019,0.3492413457866046,0.3401559454191033,0.35068226797680635,0.3401559454191033,0.24485260928439984,0.23489278752436646
0.02,0.36240495121697164,0.3508771929824561,0.3572966216450818,0.34405458089668617,0.2565101906183813,0.24171539961013644
0.021,0.36836394569633,0.3586744639376218,0.36770858650741295,0.35282651072124754,0.2646956702892261,0.24561403508771928
0.022,0.37497829936460536,0.3684210526315789,0.3698699697927156,0.35769980506822613,0.2758280962466581,0.2543859649122807
0.023,0.3793010659352106,0.3713450292397661,0.37943126974757824,0.3664717348927875,0.28846654630047563,0.25633528265107214
0.024,0.38591541960348597,0.3762183235867446,0.38761674941842295,0.3830409356725146,0.3010398944481094,0.2651072124756335
0.025,0.3925948751779452,0.37719298245614036,0.3971129474671018,0.3937621832358674,0.3055579667372661,0.27582846003898637
0.026000000000000002,0.4030719419464602,0.3840155945419103,0.40379240304156105,0.40545808966861596,0.3129578834068262,0.2777777777777778
0.027,0.41584059581264543,0.39278752436647174,0.4097513975209194,0.4152046783625731,0.3181313148848999,0.2807017543859649
0.028,0.4202935661956182,0.40350877192982454,0.41558018818791015,0.42007797270955166,0.32612148883719316,0.2855750487329435
0.029,0.4254669976736919,0.4044834307992203,0.4207536196659838,0.4327485380116959,0.3417719870837818,0.29239766081871343
0.03,0.43502829762855455,0.41812865497076024,0.42225964376236935,0.4395711500974659,0.3535597722301309,0.29922027290448344
0.031,0.4520546161591611,0.4337231968810916,0.43332696781361757,0.44541910331384016,0.35788253880073606,0.3031189083820663
0.032,0.45356064025554665,0.4415204678362573,0.44354362695739735,0.4502923976608187,0.36829450366306726,0.3128654970760234
0.033,0.4593894309225374,0.45321637426900585,0.4532351307246276,0.45419103313840153,0.38374969619110444,0.31773879142300193
0.034,0.4653484254018958,0.45419103313840153,0.4674447067810146,0.46101364522417154,0.38735200166660877,0.3235867446393762
0.035,0.47497482726294227,0.45614035087719296,0.47484462345057465,0.4649122807017544,0.3955374813374536,0.3255360623781676
0.036000000000000004,0.48525658831290575,0.46588693957115007,0.48060831221138156,0.4746588693957115,0.398419325717857,0.32748538011695905
0.037,0.49259140307628213,0.48050682261208577,0.4984201937432728,0.47855750487329435,0.39986024790805874,0.33723196881091616
0.038,0.5066707753203015,0.4853801169590643,0.505099649317732,0.4834307992202729,0.4035276552897469,0.3489278752436647
0.039,0.51492135689733,0.48830409356725146,0.5095526197007049,0.48927875243664715,0.41020711086420614,0.35769980506822613
