probability_bin,selected_count,mean_predicted_probability,observed_positive_fraction,ci95_low,ci95_high,overall_brier_score,overall_ece
"(0.8, 0.9]",61,0.8767242686702298,0.3770491803278688,0.26614510331117014,0.5025214215818083,0.4210929154196985,0.4236908898910948
"(0.9, 1.0]",219,0.9504715469434818,0.547945205479452,0.4817681974583219,0.6124692039262083,0.4210929154196985,0.4236908898910948
