data_seed,selection_grid,fold,lambda,selected_data_weight,C,selected_count,selection_k_per_class,evaluated_class_count,macro_auc,micro_auc
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,0.0001,47,40,2,0.9893017372728066,0.9887205754141236
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,0.0001,47,40,2,0.9871557621103336,0.986516758694178
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,0.0001,79,40,2,0.9870359048480202,0.9872796183280056
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,0.0001,80,40,2,0.9868762996932894,0.98694056960186
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,0.0001,80,40,2,0.9873715654469002,0.9868739707449384
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,0.0001,80,40,2,0.9851889351564224,0.9847488617649908
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.01,0.001,50,40,2,0.990012565660218,0.9899072459556332
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.1,0.001,50,40,2,0.989951902944765,0.9898648648648648
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,0.001,50,40,2,0.9899566081811482,0.989731667151022
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,0.001,50,40,2,0.9858390165528425,0.9860081856049598
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,0.001,80,40,2,0.9883197859025186,0.988260437857212
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,0.001,80,40,2,0.9893963716056952,0.9896650682941006
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,0.001,80,40,2,0.9899006146262338,0.9899314637217862
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,0.001,80,40,2,0.9897440540362216,0.9899011915140948
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.01,0.01,52,40,2,0.9922734160700104,0.9923653492201878
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.1,0.01,52,40,2,0.9922854379016568,0.992329022570958
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,0.01,52,40,2,0.9920231718343248,0.9919233749878912
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,0.01,52,40,2,0.9898616970696488,0.989925409280248
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,0.01,78,40,2,0.991120114491956,0.9910999709386806
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,0.01,80,40,2,0.9921175293886028,0.992171607090962
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,0.01,80,40,2,0.9922787952149982,0.992329022570958
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,0.01,80,40,2,0.9927542893358612,0.9927891601278698
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.01,0.1,55,40,2,0.9930475185317548,0.9930495011140172
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.1,0.1,55,40,2,0.9931235244221832,0.9930555555555556
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,0.1,55,40,2,0.99262481697386,0.992637799089412
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,0.1,55,40,2,0.9912324626559342,0.9912331686525234
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,0.1,79,40,2,0.9909179575828558,0.9908517388356098
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,0.1,80,40,2,0.9938131972837928,0.9936125641770804
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,0.1,80,40,2,0.9936312091374342,0.9935217475540056
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,0.1,80,40,2,0.993657190251002,0.9936125641770804
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.01,1.0,55,40,2,0.9922528141014302,0.9921413348832704
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.1,1.0,55,40,2,0.9922284936595268,0.9920323549355808
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,1.0,55,40,2,0.9920112703540618,0.9918870483386611
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,1.0,55,40,2,0.9910441086015278,0.9908820110433014
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,1.0,79,40,2,0.990823010395512,0.9907124866802288
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,1.0,80,40,2,0.9918698965117974,0.9918386128063548
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,1.0,80,40,2,0.993200757778438,0.9931584810617068
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,1.0,80,40,2,0.9924599530255244,0.992347185895573
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.01,10.0,55,40,2,0.9909654913522196,0.9907700038748426
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,0.1,10.0,55,40,2,0.9903476727018764,0.9900888792017823
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,1.0,10.0,55,40,2,0.9902067140275282,0.9901918047079336
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.0001,10.0,10.0,55,40,2,0.9893847829798872,0.9891050324518066
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,10.0,10.0,79,40,2,0.9880870990706948,0.9876489392618426
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.005,10.0,10.0,80,40,2,0.9911738577421398,0.991239223094062
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.01,10.0,10.0,80,40,2,0.9909196182545204,0.9909667732248376
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.025,10.0,10.0,80,40,2,0.9903958803798448,0.990642860602538
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,0.0001,45,40,2,0.9774200064835477,0.9768514285365958
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,0.0001,45,40,2,0.9775173197948068,0.9770007741589404
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,0.0001,45,40,2,0.9785009626305438,0.9778176032770696
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,0.0001,45,40,2,0.9800086035212164,0.9799693993867684
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,0.0001,80,40,2,0.977505915779357,0.9771165932130036
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,0.0001,80,40,2,0.974120611614662,0.9739224256167364
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,0.0001,80,40,2,0.972034592542684,0.9712342044145348
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,0.0001,80,40,2,0.9696443352291756,0.9697346524514018
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,0.001,52,40,2,0.9823571796590598,0.9816030576230272
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,0.001,52,40,2,0.9824544929703188,0.9816883979786528
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,0.001,52,40,2,0.9828189707413886,0.982310163426781
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,0.001,52,40,2,0.9817351528590224,0.981840791470841
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,0.001,80,40,2,0.9818445856195736,0.9818468872105286
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,0.001,80,40,2,0.9813414281524704,0.9815725789245896
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,0.001,80,40,2,0.9802228616483734,0.9799206334692684
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,0.001,80,40,2,0.9806401098196672,0.9797011868405172
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,0.01,52,40,2,0.985442001609898,0.985217831257734
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,0.01,52,40,2,0.9856491053986296,0.9854372778864852
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,0.01,52,40,2,0.986063134117632,0.9858761711439876
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,0.01,52,40,2,0.9842013463205752,0.9841145023742908
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,0.01,80,40,2,0.9857036214574292,0.9859371285408628
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,0.01,80,40,2,0.985900215523014,0.985699394693049
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,0.01,80,40,2,0.9847718547296128,0.9844680552761677
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,0.01,80,40,2,0.9852001491994352,0.9847545550414816
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,0.1,52,40,2,0.9840462974982253,0.9838828642661644
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,0.1,52,40,2,0.9848248039882976,0.98448634249523
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,0.1,52,40,2,0.984668145439802,0.9844192893586672
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,0.1,52,40,2,0.982938956151117,0.9829319288749092
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,0.1,80,40,2,0.986990472309963,0.9870465531639936
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,0.1,80,40,2,0.9860731072653968,0.9859127455821128
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,0.1,80,40,2,0.986305701961937,0.9862784899633644
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,0.1,80,40,2,0.9846080847687226,0.9843034703046042
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,1.0,54,40,2,0.9822944790371017,0.9817981212930283
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,1.0,54,40,2,0.9825974652694072,0.9820724295789672
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,1.0,54,40,2,0.98185495941029,0.9816152491024024
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,1.0,54,40,2,0.9813197361983654,0.9809630049558364
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,1.0,79,40,2,0.985457519369942,0.9852665971752342
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,1.0,80,40,2,0.9852452286858522,0.9851873525592963
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,1.0,80,40,2,0.9855749578351912,0.985297075873672
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,1.0,80,40,2,0.9853430785724931,0.9850471505464832
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.01,10.0,56,40,2,0.9819292858321892,0.981124542057556
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,0.1,10.0,56,40,2,0.9802122159927968,0.9796798517516108
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,1.0,10.0,56,40,2,0.9809909013413296,0.980173606666301
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.0001,10.0,10.0,56,40,2,0.9768770422774468,0.9767935190095642
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,10.0,10.0,79,40,2,0.9838520071296132,0.9828435406494402
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.005,10.0,10.0,80,40,2,0.9833139436453334,0.9824686526586568
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.01,10.0,10.0,80,40,2,0.9816900733726056,0.9813104621180256
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.025,10.0,10.0,80,40,2,0.9800787231921216,0.979457357253016
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,0.0001,45,40,2,0.98101506581926,0.9810191215228732
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,0.0001,45,40,2,0.981137005756354,0.9812025707349588
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,0.0001,45,40,2,0.982520596755858,0.98267627940538
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,0.0001,45,40,2,0.9847559481566222,0.9851589587422722
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,0.0001,79,40,2,0.9825988846809366,0.9824928301932944
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,0.0001,80,40,2,0.9746589934853038,0.9742865354393304
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,0.0001,80,40,2,0.9712295155933512,0.9704524469067404
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,0.0001,80,40,2,0.9722219342087824,0.972097374841775
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,0.001,51,40,2,0.98493093909079,0.9852567983220512
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,0.001,51,40,2,0.9851024433046942,0.9854463625078732
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,0.001,51,40,2,0.9858714835296658,0.9864431032268716
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,0.001,51,40,2,0.9870534822981988,0.9872747396549932
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,0.001,80,40,2,0.9849681880966642,0.9853301780068856
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,0.001,80,40,2,0.9841270754044752,0.9842233677606352
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,0.001,80,40,2,0.9840279468508548,0.983984883784924
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,0.001,80,40,2,0.982705629012964,0.9826701644316438
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,0.01,53,40,2,0.9863989178284474,0.9865287128591782
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,0.01,53,40,2,0.9865696640596856,0.9867366219662086
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,0.01,53,40,2,0.9871916790160916,0.9874398439458704
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,0.01,53,40,2,0.9861977803870756,0.9865654027015954
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,0.01,80,40,2,0.9854415102226396,0.985807145958308
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,0.01,80,40,2,0.9858836472040686,0.986094549723909
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,0.01,80,40,2,0.9861430258763896,0.9863085738046756
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,0.01,80,40,2,0.986581524541022,0.9865592877278592
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,0.1,53,40,2,0.9836399220422318,0.9839237340475624
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,0.1,53,40,2,0.9840300692023194,0.9843150923666782
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,0.1,53,40,2,0.9845771313573772,0.98501831434634
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,0.1,53,40,2,0.9848053608368992,0.9850121993726038
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,0.1,80,40,2,0.984251931627447,0.984694220738322
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,0.1,80,40,2,0.9843560628666628,0.98463307100096
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,0.1,80,40,2,0.9841232854911452,0.9842906324717337
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,0.1,80,40,2,0.9838570490230832,0.9841866779182185
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,1.0,54,40,2,0.9812573937763692,0.9817896082136328
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,1.0,54,40,2,0.9819280634303864,0.9824928301932944
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,1.0,54,40,2,0.9825494720006596,0.9831593623305388
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,1.0,54,40,2,0.9824097593174344,0.982939223276036
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,1.0,80,40,2,0.9829724718671587,0.9836791350981148
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,1.0,80,40,2,0.9821112765290936,0.9825539799306564
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,1.0,80,40,2,0.9816335581036556,0.9821381617165954
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,1.0,80,40,2,0.9817310190954108,0.982058667058025
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.01,10.0,56,40,2,0.9764648083927676,0.9769710089095168
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,0.1,10.0,56,40,2,0.9784795640682902,0.9787657537010878
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,1.0,10.0,56,40,2,0.9785663953268482,0.979126537151523
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.0001,10.0,10.0,56,40,2,0.9793325372418152,0.9795943326423412
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,10.0,10.0,79,40,2,0.9790348483878876,0.9784814074223552
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.005,10.0,10.0,80,40,2,0.9800810400313116,0.980493233781561
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.01,10.0,10.0,80,40,2,0.9780646347697974,0.9780319568527454
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.025,10.0,10.0,80,40,2,0.9762927337444776,0.9766010529984772
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,40,20,2,0.9923130796868892,0.9921897704155769
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,118,60,2,0.9928819806748147,0.9928497045432529
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,155,80,2,0.9929454111763752,0.9929163034001744
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,187,100,2,0.992875217636773,0.9927891601278698
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,202,120,2,0.9930091184565467,0.9928133778940229
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,204,140,2,0.9929722226257756,0.9927831056863314
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,204,160,2,0.9929722226257756,0.9927831056863314
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,204,180,2,0.9929722226257756,0.9927831056863314
2048454563,20|40|60|80|100|120|140|160|180|200,1,0.001,1.0,0.01,204,200,2,0.9929722226257756,0.9927831056863314
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,40,20,2,0.9855653424043477,0.9851995440386714
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,120,60,2,0.9869246881681437,0.9868819681924303
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,160,80,2,0.9873625980688094,0.9872172338752445
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,195,100,2,0.9875076737433949,0.9873269571896202
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,204,120,2,0.9876049870546539,0.987473254942121
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,204,140,2,0.9876049870546539,0.987473254942121
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,204,160,2,0.9876049870546539,0.987473254942121
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,204,180,2,0.9876049870546539,0.987473254942121
2048454563,20|40|60|80|100|120|140|160|180|200,2,0.001,1.0,0.01,204,200,2,0.9876049870546539,0.987473254942121
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,40,20,2,0.9863127109318957,0.9865287128591783
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,120,60,2,0.9863615172260398,0.9866448973601659
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,158,80,2,0.986923320196565,0.9872135899176313
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,190,100,2,0.9873643960022616,0.9875866033155387
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,204,120,2,0.987266025431307,0.9876049482367473
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,204,140,2,0.987266025431307,0.9876049482367473
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,204,160,2,0.987266025431307,0.9876049482367473
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,204,180,2,0.987266025431307,0.9876049482367473
2048454563,20|40|60|80|100|120|140|160|180|200,3,0.001,1.0,0.01,204,200,2,0.987266025431307,0.9876049482367473
