lambda,selected_data_weight,C,macro_auc_mean,macro_auc_std,fold_count,micro_auc_mean,micro_auc_std,mean_selected_count,macro_auc_se,micro_auc_se,lambda_log_distance_from_center,selection_rule,raw_best_macro_auc_mean,raw_best_macro_auc_se,one_se_macro_auc_threshold,competitive_configuration_count,raw_optimum_boundary_parameters
0.005,0.001,0.01,0.9671345803364112,0.0025582259390142,3.0,0.9794840353161852,0.0016506582631653,75.66666666666667,0.0014769924345377,0.0009530079925785,0.1732867951399859,one_standard_error,0.967311744366084,0.0014533728580618,0.965858371508022,16,selected_data_weight
